DeliveryID,TransporterID,DepartureDate,ArrivalDate,Distance_km,Cost,SKU,Quantity
D11550,T010,2023-05-10,2023-05-19,416,392.36,SKU-533,163
D11551,T003,2023-08-27,2023-08-30,859,621.63,SKU-414,153
D11552,T009,2023-06-15,2023-06-19,48,68.86,SKU-474,163
D11553,T007,2023-05-13,2023-05-18,1043,1806.11,SKU-257,174
D11554,T004,2023-10-23,2023-11-03,1776,1726.22,SKU-053,193
D11555,T012,2023-11-03,2023-11-08,690,1034.66,SKU-489,188
D11556,T010,2023-05-12,2023-05-18,992,955.87,SKU-404,186
D11557,T003,2023-07-25,2023-07-29,171,117.66,SKU-001,81
D11558,T009,2023-01-21,2023-01-29,377,537.03,SKU-321,180
D11559,T012,2023-03-23,2023-04-05,1583,1923.98,SKU-060,163
D11560,T007,2023-02-18,2023-02-19,1426,2493.84,SKU-404,132
D11561,T006,2023-02-05,2023-02-18,1049,1714.32,SKU-138,164
D11562,T002,2023-11-03,2023-11-06,1261,1599.62,SKU-297,171
D11563,T011,2023-09-10,2023-09-18,382,510.12,SKU-120,133
D11564,T001,2023-10-28,2023-11-07,1747,2388.04,SKU-035,113
D11565,T005,2023-02-01,2023-02-08,1005,840.69,SKU-083,165
D11566,T004,2023-04-25,2023-05-03,130,113.11,SKU-026,151
D11567,T005,2023-04-19,2023-04-23,1010,797.18,SKU-387,7
D11568,T010,2023-10-04,2023-10-20,1670,1463.77,SKU-275,54
D11569,T004,2023-08-26,2023-08-30,1287,1197.71,SKU-426,101
D11570,T010,2023-02-13,2023-02-20,497,428.18,SKU-145,52
D11571,T004,2023-03-26,2023-04-11,1252,976.92,SKU-246,174
D11572,T004,2023-08-04,2023-08-06,921,890.06,SKU-041,88
D11573,T010,2023-04-02,2023-04-07,673,521.85,SKU-055,50
D11574,T010,2023-12-18,2023-12-24,1284,1012.92,SKU-430,122
D11575,T005,2023-05-19,2023-05-27,404,270.02,SKU-237,199
D11576,T003,2023-02-26,2023-03-08,658,520.77,SKU-491,46
D11577,T009,2023-03-10,2023-03-24,1670,2485.81,SKU-473,178
D11578,T007,2023-04-23,2023-04-28,952,1434.37,SKU-420,113
D11579,T005,2023-08-06,2023-08-17,234,170.01,SKU-251,171
D11580,T009,2023-03-01,2023-03-06,314,455.16,SKU-405,33
D11581,T002,2023-08-23,2023-09-02,202,229.44,SKU-071,151
D11582,T005,2023-05-05,2023-05-10,1630,1325.96,SKU-021,166
D11583,T006,2023-12-27,2023-12-29,129,215.92,SKU-042,115
D11584,T004,2023-10-12,2023-10-16,838,785.28,SKU-506,199
D11585,T002,2023-01-25,2023-01-26,637,751.98,SKU-242,120
D11586,T008,2023-06-25,2023-07-05,1375,2326.07,SKU-301,92
D11587,T010,2023-09-11,2023-09-12,1004,988.32,SKU-203,188
D11588,T004,2023-11-18,2023-11-22,1350,1126.11,SKU-240,188
D11589,T010,2023-06-09,2023-06-15,1581,1500.78,SKU-578,109
D11590,T009,2023-12-12,2023-12-19,1312,1733.33,SKU-570,15
D11591,T009,2023-05-06,2023-05-19,1411,1849.48,SKU-298,177
D11592,T008,2023-12-10,2023-12-13,1238,1833.81,SKU-203,111
D11593,T007,2023-10-18,2023-10-24,446,615.19,SKU-374,28
D11594,T001,2023-01-24,2023-01-29,500,699.9,SKU-056,186
D11595,T008,2023-07-13,2023-07-17,1547,2355.03,SKU-351,164
D11596,T004,2023-08-02,2023-08-20,1244,1114.15,SKU-137,1
D11597,T011,2023-12-13,2023-12-25,1504,2139.97,SKU-393,199
D11598,T005,2023-08-28,2023-09-08,1617,1292.16,SKU-574,80
D11599,T002,2023-06-07,2023-06-14,155,166.3,SKU-304,75
D11600,T011,2023-09-06,2023-09-11,585,805.6,SKU-416,143
D11601,T007,2023-01-24,2023-02-03,989,1619.18,SKU-202,106
D11602,T009,2023-08-05,2023-08-20,170,286.51,SKU-004,79
D11603,T001,2023-01-19,2023-01-20,1735,2414.0,SKU-159,145
D11604,T009,2023-08-03,2023-08-07,874,1422.05,SKU-557,97
D11605,T009,2023-04-28,2023-05-03,1038,1508.42,SKU-291,145
D11606,T010,2023-06-07,2023-06-13,1672,1617.81,SKU-174,199
D11607,T002,2023-06-12,2023-06-18,480,650.63,SKU-108,184
D11608,T005,2023-05-07,2023-05-16,1385,1136.52,SKU-452,61
D11609,T004,2023-05-27,2023-05-28,1750,1511.09,SKU-360,165
D11610,T005,2023-02-09,2023-02-19,908,753.04,SKU-517,168
D11611,T010,2023-08-28,2023-09-06,247,231.27,SKU-135,113
D11612,T008,2023-05-11,2023-05-18,118,160.65,SKU-143,197
D11613,T006,2023-05-25,2023-05-29,1614,2469.9,SKU-128,152
D11614,T011,2023-08-02,2023-08-08,1230,1821.52,SKU-510,154
D11615,T006,2023-11-03,2023-11-06,836,1336.71,SKU-401,94
D11616,T005,2023-04-23,2023-04-26,1757,1462.02,SKU-333,149
D11617,T006,2023-01-25,2023-01-28,467,777.32,SKU-128,159
D11618,T007,2023-06-25,2023-06-26,752,1137.91,SKU-012,119
D11619,T012,2023-03-01,2023-03-15,1444,1801.22,SKU-582,13
D11620,T001,2023-11-24,2023-12-05,318,441.43,SKU-257,45
D11621,T009,2023-12-27,2024-01-06,921,1181.72,SKU-014,23
D11622,T002,2023-02-12,2023-02-23,538,741.14,SKU-056,36
D11623,T003,2023-11-03,2023-11-09,404,276.57,SKU-065,84
D11624,T006,2023-05-03,2023-05-13,700,1186.81,SKU-466,162
D11625,T007,2023-10-16,2023-10-30,1352,2196.55,SKU-390,133
D11626,T005,2023-09-07,2023-09-12,475,314.61,SKU-467,33
D11627,T011,2023-07-16,2023-07-31,738,975.93,SKU-176,52
D11628,T003,2023-08-27,2023-08-31,329,233.55,SKU-110,189
D11629,T002,2023-08-25,2023-08-29,698,894.79,SKU-296,109
D11630,T008,2023-02-05,2023-02-06,100,157.46,SKU-018,135
D11631,T005,2023-06-16,2023-07-04,1302,949.16,SKU-009,186
D11632,T010,2023-05-06,2023-05-07,548,491.07,SKU-225,173
D11633,T008,2023-06-26,2023-07-03,440,601.46,SKU-407,73
D11634,T005,2023-03-09,2023-03-15,728,471.5,SKU-215,122
D11635,T005,2023-10-12,2023-10-22,1718,1297.99,SKU-169,168
D11636,T010,2023-11-28,2023-11-29,667,581.49,SKU-487,91
D11637,T010,2023-07-14,2023-07-21,441,374.63,SKU-059,132
D11638,T003,2023-04-04,2023-04-10,1732,1364.82,SKU-161,199
D11639,T011,2023-04-27,2023-04-30,243,308.61,SKU-019,112
D11640,T005,2023-12-14,2023-12-30,826,556.49,SKU-439,113
D11641,T011,2023-06-17,2023-06-22,847,1392.3,SKU-200,94
D11642,T002,2023-06-10,2023-06-15,591,729.87,SKU-215,106
D11643,T002,2023-06-20,2023-06-30,1572,2000.38,SKU-488,137
D11644,T006,2023-04-11,2023-04-15,144,238.57,SKU-411,3
D11645,T010,2023-05-07,2023-05-08,799,766.95,SKU-461,74
D11646,T005,2023-11-26,2023-12-02,787,623.38,SKU-344,127
D11647,T009,2023-11-26,2023-12-14,941,1372.8,SKU-580,51
D11648,T010,2023-03-03,2023-03-08,548,500.4,SKU-103,124
D11649,T008,2023-02-26,2023-03-12,1326,1945.64,SKU-183,141
D11650,T005,2023-10-07,2023-10-15,412,313.49,SKU-248,28
D11651,T006,2023-03-26,2023-03-30,1039,1704.92,SKU-397,66
D11652,T006,2023-04-01,2023-04-02,118,196.24,SKU-055,23
D11653,T006,2023-06-17,2023-06-22,844,1238.63,SKU-153,161
D11654,T011,2023-12-15,2024-01-02,1261,2027.41,SKU-170,5
D11655,T011,2023-02-27,2023-03-04,1051,1694.79,SKU-189,19
D11656,T008,2023-02-06,2023-02-17,661,1112.97,SKU-061,200
D11657,T009,2023-03-11,2023-03-12,971,1521.01,SKU-351,73
D11658,T007,2023-01-15,2023-01-17,1065,1451.2,SKU-093,24
D11659,T011,2023-09-17,2023-09-22,1218,1890.58,SKU-238,183
D11660,T009,2023-11-06,2023-11-09,265,439.91,SKU-018,9
D11661,T012,2023-06-10,2023-06-20,674,1023.55,SKU-119,170
D11662,T005,2023-12-12,2023-12-29,58,43.32,SKU-067,95
D11663,T009,2023-12-10,2023-12-15,972,1341.85,SKU-044,21
D11664,T005,2023-05-21,2023-05-29,354,285.08,SKU-418,5
D11665,T008,2023-04-07,2023-04-16,203,329.8,SKU-415,191
D11666,T005,2023-08-26,2023-09-01,1347,1106.69,SKU-491,10
D11667,T001,2023-10-06,2023-10-09,1769,2485.13,SKU-349,172
D11668,T007,2023-01-13,2023-01-24,466,670.04,SKU-117,23
D11669,T012,2023-02-12,2023-02-26,1076,1430.25,SKU-219,55
D11670,T008,2023-09-04,2023-09-12,145,241.14,SKU-223,71
D11671,T008,2023-11-23,2023-12-02,1767,2576.57,SKU-037,113
D11672,T008,2023-04-20,2023-05-01,507,782.17,SKU-300,45
D11673,T007,2023-11-12,2023-11-28,625,924.57,SKU-221,182
D11674,T011,2023-03-08,2023-03-24,1507,2406.44,SKU-144,125
D11675,T005,2023-07-18,2023-07-24,167,120.65,SKU-225,147
D11676,T010,2023-11-12,2023-11-14,1437,1209.34,SKU-106,153
D11677,T011,2023-08-17,2023-08-25,429,550.61,SKU-412,33
D11678,T006,2023-01-17,2023-02-05,643,883.89,SKU-297,18
D11679,T005,2023-07-04,2023-07-05,726,517.44,SKU-033,102
D11680,T002,2023-04-27,2023-05-04,1389,1670.26,SKU-062,155
D11681,T003,2023-04-05,2023-04-06,69,58.04,SKU-251,84
D11682,T006,2023-03-10,2023-03-13,383,600.97,SKU-231,16
D11683,T012,2023-07-01,2023-07-17,1723,2688.82,SKU-134,77
D11684,T001,2023-03-06,2023-03-20,1297,1602.35,SKU-428,142
D11685,T007,2023-09-28,2023-10-03,758,1161.4,SKU-521,8
D11686,T008,2023-05-09,2023-05-25,1357,2016.28,SKU-195,56
D11687,T007,2023-09-28,2023-10-03,1704,2292.18,SKU-094,73
D11688,T002,2023-03-02,2023-03-13,693,774.16,SKU-197,145
D11689,T003,2023-06-16,2023-06-23,1743,1436.69,SKU-383,9
D11690,T011,2023-12-19,2024-01-01,1116,1738.48,SKU-336,32
D11691,T012,2023-05-06,2023-05-10,1197,1774.2,SKU-014,48
D11692,T005,2023-05-18,2023-05-24,967,625.95,SKU-249,46
D11693,T006,2023-09-13,2023-09-30,748,1020.78,SKU-447,97
D11694,T012,2023-11-08,2023-11-12,396,625.81,SKU-413,60
D11695,T003,2023-12-19,2023-12-22,335,282.31,SKU-076,62
D11696,T008,2023-02-03,2023-02-07,593,818.68,SKU-494,7
D11697,T012,2023-03-27,2023-03-31,700,858.79,SKU-145,99
D11698,T007,2023-05-01,2023-05-02,161,287.22,SKU-068,132
D11699,T010,2023-06-03,2023-06-12,451,409.97,SKU-525,11
D11700,T005,2023-09-06,2023-09-10,1440,922.53,SKU-094,181
D11701,T003,2023-12-22,2023-12-29,42,27.87,SKU-515,74
D11702,T009,2023-04-21,2023-05-01,1202,1589.56,SKU-198,61
D11703,T010,2023-06-13,2023-06-23,1404,1204.48,SKU-025,136
D11704,T009,2023-02-22,2023-03-09,1134,1591.4,SKU-557,10
D11705,T009,2023-08-07,2023-08-13,180,239.54,SKU-141,95
D11706,T005,2023-04-05,2023-04-07,332,216.85,SKU-524,21
D11707,T010,2023-06-19,2023-06-25,702,688.73,SKU-427,80
D11708,T001,2023-03-07,2023-03-12,100,128.1,SKU-495,116
D11709,T006,2023-04-16,2023-04-29,767,1093.4,SKU-446,48
D11710,T002,2023-12-01,2023-12-09,497,591.53,SKU-398,76
D11711,T011,2023-01-21,2023-01-27,505,642.32,SKU-190,157
D11712,T009,2023-07-26,2023-08-07,114,186.02,SKU-582,150
D11713,T001,2023-08-02,2023-08-11,323,410.56,SKU-337,196
D11714,T004,2023-12-09,2023-12-12,738,690.5,SKU-427,179
D11715,T012,2023-09-02,2023-09-10,1776,2721.98,SKU-067,39
D11716,T012,2023-03-05,2023-03-19,291,413.56,SKU-498,138
D11717,T009,2023-10-10,2023-10-11,1577,2438.14,SKU-198,67
D11718,T010,2023-01-28,2023-02-06,252,256.66,SKU-553,97
D11719,T004,2023-12-11,2023-12-27,380,326.84,SKU-476,71
D11720,T008,2023-12-13,2023-12-16,503,873.67,SKU-033,120
D11721,T010,2023-10-06,2023-10-12,811,772.13,SKU-171,8
D11722,T010,2023-04-04,2023-04-10,1762,1727.38,SKU-291,174
D11723,T004,2023-06-08,2023-06-10,584,516.74,SKU-497,85
D11724,T002,2023-04-21,2023-04-28,1557,1761.35,SKU-141,153
D11725,T005,2023-06-27,2023-07-07,313,255.33,SKU-361,46
D11726,T011,2023-01-01,2023-01-07,301,497.54,SKU-308,114
D11727,T003,2023-08-12,2023-08-21,1580,1210.04,SKU-101,131
D11728,T003,2023-03-03,2023-03-07,1284,1084.21,SKU-017,4
D11729,T009,2023-05-15,2023-05-28,407,584.46,SKU-248,25
D11730,T007,2023-04-20,2023-04-24,1298,2177.67,SKU-272,186
D11731,T001,2023-12-19,2024-01-01,1703,2342.12,SKU-173,79
D11732,T012,2023-12-24,2023-12-27,79,104.23,SKU-332,70
D11733,T007,2023-03-23,2023-04-04,1373,2076.65,SKU-385,102
D11734,T005,2023-12-27,2024-01-01,1012,820.4,SKU-411,33
D11735,T004,2023-06-16,2023-06-23,343,323.74,SKU-163,165
D11736,T011,2023-02-28,2023-03-02,616,855.33,SKU-350,142
D11737,T002,2023-08-17,2023-08-25,590,643.02,SKU-208,185
D11738,T011,2023-04-09,2023-04-24,1017,1348.91,SKU-101,49
D11739,T003,2023-02-23,2023-03-05,729,588.36,SKU-323,162
D11740,T005,2023-11-12,2023-11-18,85,57.71,SKU-033,198
D11741,T006,2023-06-07,2023-06-13,253,378.41,SKU-213,11
D11742,T007,2023-10-12,2023-10-28,249,352.51,SKU-509,109
D11743,T006,2023-06-20,2023-07-01,1541,2298.29,SKU-333,89
D11744,T012,2023-08-14,2023-08-26,850,1103.78,SKU-404,79
D11745,T007,2023-02-19,2023-02-28,1746,2509.42,SKU-263,179
D11746,T010,2023-08-05,2023-08-14,120,93.46,SKU-493,144
D11747,T006,2023-01-06,2023-01-13,598,977.44,SKU-304,132
D11748,T001,2023-07-15,2023-07-21,1386,1765.62,SKU-285,52
D11749,T009,2023-12-26,2023-12-30,195,307.37,SKU-591,112
D11750,T001,2023-02-01,2023-02-03,1661,2452.6,SKU-077,72
D11751,T010,2023-02-13,2023-02-23,1237,1120.16,SKU-128,67
D11752,T003,2023-05-07,2023-05-18,1450,1088.2,SKU-555,19
D11753,T009,2023-03-06,2023-03-22,275,434.48,SKU-466,25
D11754,T003,2023-12-02,2023-12-17,275,236.59,SKU-555,185
D11755,T012,2023-09-13,2023-09-23,540,783.65,SKU-431,107
D11756,T004,2023-05-16,2023-05-21,673,569.76,SKU-416,63
D11757,T006,2023-10-18,2023-10-21,1427,2187.44,SKU-494,38
D11758,T004,2023-09-12,2023-09-15,1256,1074.14,SKU-025,50
D11759,T012,2023-08-07,2023-08-22,380,531.42,SKU-279,91
D11760,T003,2023-02-19,2023-03-05,141,108.24,SKU-124,24
D11761,T009,2023-01-02,2023-01-05,270,443.57,SKU-055,7
D11762,T009,2023-09-06,2023-09-19,1224,2054.77,SKU-196,200
D11763,T009,2023-07-09,2023-07-16,1629,2175.98,SKU-492,31
D11764,T008,2023-03-12,2023-03-15,887,1375.06,SKU-238,64
D11765,T002,2023-11-14,2023-11-23,1340,1774.39,SKU-579,129
D11766,T006,2023-06-05,2023-06-20,209,286.05,SKU-230,114
D11767,T006,2023-08-09,2023-08-20,401,545.9,SKU-415,65
D11768,T001,2023-08-06,2023-08-07,602,848.67,SKU-003,105
D11769,T002,2023-08-21,2023-09-08,1438,1931.41,SKU-555,112
D11770,T008,2023-05-28,2023-05-31,1260,1718.62,SKU-008,54
D11771,T001,2023-08-28,2023-09-01,758,1059.0,SKU-438,183
D11772,T003,2023-09-20,2023-10-06,1246,874.4,SKU-560,196
D11773,T011,2023-02-23,2023-03-02,773,1098.97,SKU-319,109
D11774,T010,2023-04-21,2023-04-26,1256,1238.64,SKU-079,144
D11775,T005,2023-11-27,2023-12-04,1084,817.68,SKU-075,17
D11776,T002,2023-01-18,2023-01-29,371,445.22,SKU-190,114
D11777,T006,2023-04-19,2023-04-29,131,203.95,SKU-292,170
D11778,T007,2023-03-26,2023-04-08,539,925.17,SKU-210,154
D11779,T012,2023-09-10,2023-09-16,644,788.45,SKU-484,21
D11780,T004,2023-08-22,2023-08-29,686,652.78,SKU-042,99
D11781,T009,2023-12-10,2023-12-26,1339,1815.31,SKU-466,12
D11782,T012,2023-08-19,2023-09-05,1011,1266.36,SKU-357,45
D11783,T011,2023-06-16,2023-06-17,1085,1567.02,SKU-365,26
D11784,T007,2023-03-20,2023-04-05,699,1189.83,SKU-293,171
D11785,T010,2023-03-10,2023-03-14,1744,1704.01,SKU-396,171
D11786,T009,2023-04-23,2023-04-26,873,1292.55,SKU-185,193
D11787,T002,2023-12-10,2023-12-15,1698,2197.46,SKU-172,88
D11788,T006,2023-05-25,2023-06-02,543,829.08,SKU-294,119
D11789,T005,2023-12-20,2023-12-26,162,103.96,SKU-483,7
D11790,T002,2023-10-03,2023-10-07,476,660.92,SKU-540,122
D11791,T003,2023-10-14,2023-10-18,107,74.68,SKU-455,86
D11792,T008,2023-12-24,2024-01-01,1668,2798.26,SKU-167,18
D11793,T004,2023-03-02,2023-03-15,1613,1372.03,SKU-431,74
D11794,T007,2023-03-27,2023-03-31,996,1567.22,SKU-404,68
D11795,T012,2023-04-28,2023-05-11,828,1204.38,SKU-374,73
D11796,T003,2023-06-18,2023-06-19,216,171.36,SKU-112,178
D11797,T002,2023-06-24,2023-07-05,1545,1891.73,SKU-268,81
D11798,T002,2023-07-26,2023-08-13,1204,1399.35,SKU-589,41
D11799,T001,2023-09-21,2023-09-29,462,566.71,SKU-416,127
